dataset,sentences,label
imdb,probabl irrit show ever seen entir life,0
imdb,indescrib annoy idiot show ever seen,0
imdb,everyth bad,0
imdb,could understand kind idiot would produc mess first place mention sever season,0
imdb,script bad bad contain cheesi uneth joke normal see rate r nc movi,0
imdb,cast horribl caus see realli realli bad actor period,0
imdb,final word show real tortur,0
imdb,zillion time away realiti,0
imdb,watch wash machin twirl around wouldnt hurt eye much show,0
imdb,rate grade z note show bad even mother cast pull daughter show,0
imdb,th centuri fox road hous quit silli noir implaus unmitig bore movi,0
imdb,full unconvinc cardboard charact bland written edward chodorov produc surpris direct jean negulesco would expect great deal more,0
imdb,widmark charact turn unintent comic,0
imdb,lose marbl earli proceed total implaus unconvinc,0
imdb,isnt enough mess movi pictur mar constant use studio set indoor exterior,0
imdb,whatev prompt documentari beyond me,0
imdb,serious spoiler movi huge disappoint,0
imdb,mani problem dont know start,0
imdb,cast great,1
imdb,steve martin deliv realli funni perform middl age upper class uptight white guy,1
imdb,add betti white jean smart great cast everyon play part realli well,1
imdb,movi make lot serious mistak,0
imdb,first enough racial stereotyp racial joke offend everyon,0
imdb,movi litter overt racial slur toward black cast member return white depict moron boob,0
imdb,put race card asid let look major flaw film destroy latifa charact,0
imdb,real plot,0
imdb,wouldnt see movi free,0
imdb,steamboat willi amaz import film cinema histori,1
imdb,second appear mickey mous follow silent plane crazi earlier year probabl famous film most ground break,1
imdb,dont hear mickey speak ton sound effect music throughout film someth take grant huge crowd pleaser in,1
imdb,see short year amaz timeless film actual is,1
imdb,ador see mickey play turkey straw high imagin occasion cruel way,1
imdb,clever real crowd pleaser film still rank mickey best film even wonder year,1
imdb,bipolar ruthless thug minut ruthless killer next minut luv diaper commerci complet unconvinc,0
imdb,im terribl disappoint film would receiv mani award accolad especi far deserv work film there,0
imdb,origin bodi soul masterpiec,1
imdb,john garfield ann rever lilli plmer william conrad canada lee film greatest cinematograph ever grace screen jame wong howe,1
imdb,dont think redeem qualiti remak,0
imdb,bad film ever made,0
imdb,bad well bad,0
imdb,movi solid exampl bad plot bad idea way,0
imdb,shame see good actor like thomerson jame make live mess like this,0
imdb,thought bad,0
imdb,film terribl credit version watchabl,0
imdb,let start problem act especi lead professor bad,0
imdb,script big flaw mess,0
imdb,best exampl dumb write establish turn zombi student back human remov necklac contain piec meteorit,0
imdb,director paul matthew wrote direct weak monster movi grim clear doesnt know pace film,0
imdb,movi terribl bore place,0
imdb,light aw,0
imdb,film look cheap bland,0
imdb,disappoint aspect lack notabl gore,0
imdb,convent never work well past certain doesnt work here,0
imdb,visual effect aw,0
imdb,cg open sequenc space look like could creat microsoft slideshow god sake,0
imdb,explos gas tank end aw,0
imdb,okay like consid fair critic ill give credit credit due creatur effect actual pretti cool,1
imdb,gotta love close up slimi drool teeth,1
imdb,sum film breeder terribl cheapli made horror movi avoid like ebola virus,0
imdb,recommend,0
imdb,almost unbear watch screen littl charisma terribl comed time,0
imdb,asid terribl lead film load debit,0
imdb,understand suppos cheap popcorn comedi doesnt mean complet insult intellig write incred hackney border offens,0
imdb,lewi black consider talent wast incendiari unrestrain pg rate certain wont allow,0
imdb,film sole bright spot jonah hill look almost unrecogniz fan recent superbad due amount weight lost interim,1
imdb,origin fresh first movi spent remak littl els offer,0
imdb,budget evid limit,0
imdb,reflect cast par script borrow much earlier classic,0
imdb,decent act action locat work balanc thing up,0
imdb,filmi less expans,0
imdb,fail convey broad sweep landscap great part origin,0
imdb,general lack imagin,0
imdb,possibl movi get wors this,0
imdb,plot keep go first place,0
imdb,even women final show sign improv expect thing happen time film might far asleep,0
imdb,bewar trashi cult movi trash period,0
imdb,cant believ there even sequel this,0
imdb,precis give bad review,0
imdb,child truli enjoy show proud say enjoy big time even classic wb cartoon,1
imdb,tini toon kept vibe deliv popular funni underr cartoon ever creat,1
imdb,memori murki say enjoy everi singl episod product relat show,1
imdb,easili none cartoon made laugh tender way get dark sitcom orient teenag,1
imdb,charact funni peculiar true lead charact,1
imdb,everi singl charact hilari deserv call lead,1
imdb,everi element stori top excess phoni contriv pain sit through,0
imdb,line seem written fifteen year old though tri oh hard sound like fifteen year old would realli um know well talk,0
imdb,perabo nice energi level obvious comfort front camera,1
imdb,simpli excus someth poor done,0
imdb,saw movi thought stupid movi,0
imdb,even stupid thought idea volcano los angel,0
imdb,honest unbeliev nonsens foolish,0
imdb,conclus bother movi volcano los angel noth nonsens,0
imdb,stori line aw,0
imdb,pain,0
imdb,accent absolut abysm,0
imdb,there enough hypocrisi film make vomit,0
imdb,dont wast time watch rubbish non research film,0
imdb,believ pitch black done well,1
imdb,charact interest want find longer movi goe think peopl surpris doesnt make it,1
imdb,go watch it,1
imdb,omit watch this,0
imdb,funni,1
imdb,rate of,0
imdb,charact interest realli care them,1
imdb,instant classic great soundtrack catchi song end credit,1
imdb,dont miss it,1
imdb,master piec film make mani theme simmer occasion boil wart studi poet bohemian self indulg wartim year span aerial bombard london outward tranquil welsh coastal retreat borderlin friendship lust love dedic art experi versus practic concern jealousi rivalri cowardic egot versus heroism self sacrific more,1
imdb,matur subtl script suggest occasion bring dramat focus under tension well serv perfect perform apart odd inappropri smile keira knightley prone though perhap direct time charact often mention it,1
imdb,exquisit visual composit moment invent eleg use close camera angl light includ pointillist faux home movi footag wonder joy behold,1
imdb,continu beauti look bertolucci relationship convinc narrat engag master work,1
imdb,basic premis wast sinc sidelin inexplic focus documentari crew,0
imdb,regardless film fail level,0
imdb,avoid cost,0
imdb,saw film christma great film was,1
imdb,thought errol flynn brilliant custer sinc becom favourit actor,1
imdb,act alongsid olivia de havilland brilliant end fantast,1
imdb,alway known errol flynn brilliant actor dad favourit actor grew watch film child,1
imdb,wasnt watch film realis great actual was,1
imdb,ill give film of,1
imdb,know jim oconnor energet nobodi could much georg well dull,0
imdb,realli didnt seem want host voic over monoton didnt get involv guest,0
imdb,love littl thriller hitchcock lot nice shenanigan surround murder spi kidnap child nasti church foreign plot random taxidermist,1
imdb,jimmi stewart ever great hero hitchcock stori rip along cool climax embassi function lack brood menac hitchcock black white low budget origin,1
imdb,nevertheless anoth wonder film great master stabl,1
imdb,say film excel produc top rate typic sci fi film,1
imdb,excel produc sci fis best produc scot vandiv,1
imdb,entertain nonetheless,1
imdb,campi sort film that joy watch,1
imdb,there bare bore moment film plenti humor part,1
imdb,cast alway entertain usual,1
imdb,overal delight,1
imdb,movi mind bend aw couldnt even creat,0
imdb,film lack real scare tension medic terminolog use throughout bit iffi say least say insulin depend diabet myself,0
imdb,least said act better,0
imdb,movi excel job reveal complex task incred challeng face south africa,1
imdb,believ everi see movi think peopl outsid south africa understand past attempt truth reconcili process,1
imdb,noth short magnific photographi cinematographi film,1
imdb,act fantast stori seamless woven togeth dog splendid must rent view see,1
imdb,dont afraid subtitl worth littl avers therapi,1
imdb,excel perform,1
imdb,still good actor around,1
imdb,great direct photographi,1
imdb,true shakespear must shakespear fan,1
imdb,macbeth jason conneri move tear final monolog brief candl gave sphere moral decay dark forc human face make interest,1
imdb,helen baxendal credibl ladi macbeth cheerful time sometim look like naughti girl dead tast blood evil,1
imdb,love death decay shakespear lyric one,1
imdb,witti delight adapt dr seuss book brilliant anim upa finest thorough deserv academi award,1
imdb,special mention made superb music score sound effect integr element help make memor enjoy cartoon,1
imdb,paul schrader inde made film mishima superb complex,1
imdb,notabl john bailey fine crisp beauti color cinematographi great product design costum eiko ishioka went memor costum coppola dracula receiv well deserv oscar,1
imdb,even allow poor product valu time format kind mini seri baaaaaad,0
imdb,unless your visual collect extant film austen work skip one,0
imdb,watch small consol actress play ann sister wonder job role,1
imdb,good,0
imdb,speak music unbear predict kitchi,0
imdb,film drop ball,0
imdb,stun movi,1
imdb,raw sublim move,1
imdb,felt like grip intellig stage play without over theatric feel actual get watch peopl stage play everyon terror white lie escal monstrous consequ,1
imdb,main player mesmeris,1
imdb,tom wilkinson broke heart end everyon els judg amount fumbl hanki hand go face male femal alik,1
imdb,julian fellow triumph again,1
imdb,hes nation treasur,1
imdb,go see it,1
imdb,excel film,1
imdb,aerial scene well done,1
imdb,right balanc war love,1
imdb,film give mean phrase never histori human conflict much owe mani few,1
imdb,kris kristoffersen good movi realli make differ,1
imdb,good film great director,1
imdb,definit better documentari seen look famili relationship marriag,1
imdb,mani continu error user comment differ car garag joe glass got fact joe facial hair configur seem chang scene scene,0
imdb,great movi,1
imdb,star,1
imdb,cant see movi inspir anyon come overcom fear reject,0
imdb,bad actual worth see reason,0
imdb,punish park brilliant piec cinema,1
imdb,shot southern california desert use patent faux documentari style watkin creat film like other,1
imdb,peter watkin access film,1
imdb,advis look it,1
imdb,wont regret it,1
imdb,high recommend a,1
imdb,well keep think bad is,0
imdb,mediocr miser hollow laughabl predict piec garbag,0
imdb,case bad laughabl,0
imdb,bad perform play angela bennett comput expert home time,0
imdb,film noth pretext show ridicul action scene,0
imdb,aw is,0
imdb,still bad actress repeat robot face move pictur,0
imdb,result well shame,0
imdb,delet film mind,0
imdb,worst show time,0
imdb,show would begin smart ass ed comment would total wall uncal for,0
imdb,fat comput geek unbeliev bibl thumper bad ass girl actor,0
imdb,never heard except cole total unbeliev part,0
imdb,everi time open mouth expect hear see kid pull plug merci kill horribl show,0
imdb,stori unbeliev actor,0
imdb,lame would best way describ it,0
imdb,stanwyck morgan perfect cast mani way modern equival dicken christma carol sensibl,1
imdb,success film depend cast sydney greenstreet alexand yardley charact,1
imdb,attract set use throughout film eye pleas gem,1
imdb,im big fan rpg game movi disgrac self respect rpger is,0
imdb,line cut audio everyth wrong,0
imdb,find better movi youtub,0
imdb,top line dont wast time money bad come,0
imdb,lassi movi put sleep forev,0
imdb,that id describ pain dreari time waster film,0
imdb,mediocr everi aspect becom dull uninterest mess forgett movi ive seen,0
imdb,isnt even achiev bad good bad memor movi,0
imdb,empti hollow shell movi,0
imdb,serious worth wast kid time on,0
imdb,avoid avoid avoid,0
imdb,drive bark mad,0
imdb,transfer good,1
imdb,nice relax late night view,1
imdb,movi full wonder danc henc titl,1
imdb,great music terrif sceneri,1
imdb,handl tough issu digniti grace cours shock spoiler here,1
imdb,happi wonder feel good end,1
imdb,point journey journey touch everi member famili,1
imdb,movi need see whenev come tv never mind fact alreadi memor,1
imdb,noth new there,0
imdb,done second movi,0
imdb,movi almost action scene littl comedi,0
imdb,plot hole pair fishnet stock direct edit astonish ham fist,0
imdb,earth iron film,0
imdb,saw film recommend it,1
imdb,good plot hold complet attent act superb tom wilkinson fantast emili watson good,1
imdb,good film inde great uncondit love,1
imdb,tom wilkinson charact man prepar ordeal begin take matter hand stori progress great actor give perform make feel charact anguish suffer,1
imdb,emili watson charact strong give quick glanc understand everyth,1
imdb,despit pan review like movi,1
imdb,fact like better interview vampir like lestat stuart townsend better cruis attempt,1
imdb,aailiyah pretti good akasha place compel first entranc mini danc scene,1
imdb,im big fan seri most due ann rice style sensit treatment,1
imdb,guess like detail dysfunct believ,1
imdb,footbal scene end perplex,0
imdb,thought act skill,1
imdb,meredith better right,1
imdb,charm film wonder sentiment heart,1
imdb,rare film maker take time tell worthi moral tale care love doesnt fall trap over syrupi indulg,1
imdb,truli love film,1
imdb,earli film futur goremeist lucio fulci good addit giallo sub genr,1
imdb,best italian thriller earli s,1
imdb,standout scene,1
imdb,scene strong unpleas,0
imdb,technic film well made impress camera work solid act effect music riz ortolani particular good recur unaccompani femal vocal sound like come distant hill,1
imdb,still wild stuff though high recommend fan giallo cinema,1
imdb,movi interest begin end,1
imdb,like way dustin hoffman charact readi everyth stay son,1
imdb,movi reveal,1
imdb,person think show peopl learn find compromis self without involv peopl issu,1
imdb,bore,0
imdb,tire clich lazi write come thick fast,0
imdb,ps scene movi cool central charact find room blown up,1
imdb,fresh subtl rather sublim effect,1
imdb,italian review call small great film that right,1
imdb,actor give wonder perform especi jennif rubin jami harri chang nervous starlet begin strang event part cool star,1
imdb,learn lot real insid emot peopl movi lot movi busi itself,1
imdb,movi movi situat begin game play act coach fascin,1
imdb,music mark snow possibl best score ive ever heard,1
imdb,wont forget movi,1
imdb,film made,0
imdb,film ultra cheap look it,0
imdb,result film dont look right,0
imdb,none engag excit,0
imdb,plot nonsens doesnt interest slightest way uniqu it,0
imdb,foreign worth second time,0
imdb,saw child tv back stranger love it,1
imdb,duet astronaut doctor begin movi perfect exchang consid movi made well cold war astronaut biggest fear crash ussr,1
imdb,movi awesom,1
imdb,love realli scari,1
imdb,love scream movi horror movi rank way there,1
imdb,want real scare rent one,1
imdb,extraordinari film,1
imdb,courtroom drama compel indict american justic system frighten,1
imdb,film highlight fundament flaw legal process discov guilt innoc rather present better court,1
imdb,film well pace underst best courtroom documentari ive seen,1
imdb,most routin fact base tv drama get boost fine perform cole,1
imdb,predict bad watch,1
imdb,clear rang abil pull part,1
imdb,carri movi well,1
imdb,constantin give everyth right intens seem good understand under psycholog motiv,1
imdb,wonder inspir watch hope get releas video dvd,1
imdb,piec trash ever releas beyond act stori charact suppos special effect etc wrong,0
imdb,fact stinker smell like direct video releas,0
imdb,avoid cost,0
imdb,star trek v final frontier worst seri,0
imdb,act involv includ like shatner nimoy bad wash make seem old look real life special effect tacki like spock rescu kirk jet pack fall mountain,0
imdb,attempt humor piti stori aw dosent bear think basic involv vulcan steal enterpris find god serious didnt care film oh mention uhura belli danc distract male guard,0
imdb,place good film garbag,0
imdb,worst seri,0
imdb,edit edit film phenomen opinion,1
imdb,song could explain emot subject better jay adam unfortun life subject talk song old man neil young play evok mani emot,1
imdb,cinematographi film shot interest way,1
imdb,cours footag graini enhanc film,1
imdb,film offer mani delight surpris,1
imdb,achill philippa beauti sing duet giovanni perfect describ situat movi appreci subtl layer excel film,1
imdb,stori unfold th centuri jutland use period music play period instrument fine touch,1
imdb,share general loewenhielm exquisit joy partak caill en sarcophag even though watch movi wish small sampl savor,1
imdb,underst film leav last impress,1
imdb,warmth generat contrast auster backdrop,1
imdb,leav theater want go danc star,1
imdb,act youd expect cast top notch,1
imdb,charact flesh surpris well particular grime blake actor deliv sharpli script line right amount deadpan tongu cheek make dialogu hilari realist,1
imdb,angus scrimm turn good perform somewhat brief memor role gentl menac violin play anatomist doctor quinn,1
imdb,conclus love it,1
imdb,long time sinc entertain movi,1
imdb,struggl find anyth bad say it,1
imdb,mark word cult film like evil dead phantasm peopl still discov fall love year line,1
imdb,pretti surpris wonder film made hollywood general collect head sand concern black white issu time,1
imdb,film deserv strong kudo take stand except act most lesser known cast super intellig script doesnt insult audienc take easi way come white racism,1
imdb,plus movi rather modest budget fast run time amaz job,1
imdb,juano hernandez except actor play support role mani film era proud black man accus murder white man south,1
imdb,trumbul love luci,1
imdb,see kid chanc open amaz dialog far race relat come last year,1
imdb,see film can,1
imdb,year remind us huston still top game evinc faith adapt jame joyc acclaim novella dead,1
imdb,feel thought gabriel discomfort danc intang leap life come viewer grasp huston portray,1
imdb,disappoint wonder could oscar shortlist,0
imdb,slow,0
imdb,lot hole plot there noth becam emperor noth spend year childhood matur age,0
imdb,dont wast time,0
imdb,end day worst big budget action movi ive ever seen,0
imdb,sure doesnt know make coher action movi screenwrit air forc oblig write script big sum money,0
imdb,worst film ever seen,0
imdb,im still tri get bad was,0
imdb,movi possibl creativ work horror ever,1
imdb,everyth could want suspens drama comedi confus subplot nativ american brain eat your look end brainsuck movi look further,1
imdb,great sound effect impress special effect cant recommend movi enough,1
imdb,call nut think best movi ever,1
imdb,great charact actor telli savala peter boyl,1
imdb,hour minut sheer tedium melodrama horribl act mess script sink feel good lord think,0
imdb,lot hole script,0
imdb,like bad hour tv movi,0
imdb,imagin everi singl decis made wrong,0
imdb,dialogu atroci,0
imdb,act beyond abysm,0
imdb,everyth stink,0
imdb,troubl write direct make imposs establish thing make movi watchabl like charact stori theme on,0
imdb,wors there incred weak sub plot thrown follow littl band latter day mansonit go report whos work stori anniversari kill,0
imdb,dumb pointless complet wast time,0
imdb,short dont bother movi,0
imdb,wont spoil end pretti amaz,1
imdb,best scene movi end wont spoil it,1
imdb,ever indic writer director abil meld high volatil tempera seamless union creativ it,1
imdb,result powerhous achiev made time perhap cultur disturb fascin celebr distort interpret fame,1
imdb,film easili forgotten,1
imdb,kevin spacey excel verbal tsunami buddi ackerman total believ great actor,1
imdb,script subtl comedi unmatch movi recent year,1
imdb,charact interest even bit predict,1
imdb,high recommend age although younger set probabl appreci subtl refer certain appreci galley scene particular,1
imdb,great movi,1
imdb,stori act weak,0
imdb,around pm bought around pm start watch around pm fast forward remain film see anyth left watchabl human brain wasnt,0
imdb,either way suck,0
imdb,script horrend stupid,0
imdb,stori start fast absolut suspens build slightest,0
imdb,everyth captain howdi say either laughabl plain stupid,0
imdb,hell kind crap that,0
imdb,there plot hole,0
imdb,could drive semi truck hole,0
imdb,linda cardellini thing good film,1
imdb,shes pois amaz,1
imdb,dee snider plain suck,0
imdb,cant act least scari villain ever seen cant write write damn movi sleep,0
imdb,bore throughout whole damn thing,0
imdb,act suck music suck script suck pace suck special fx suck direct suck basic movi suck,0
imdb,film tri serious sophist thriller horror flick fail miser,0
imdb,probabl least effect utter unorigin film ever seen entir life,0
imdb,piec cinemat garbag captur celluloid,0
imdb,avoid cost,0
imdb,rate film stink funni fulci stay giallo supernatur zombi movi,0
imdb,avoid film cost,0
imdb,dont know happen season mess,0
imdb,consist thread hold seri togeth amaz perform leni parker anita laselva taelon quiet idealog conflict,0
imdb,movi realli dislik,0
imdb,bore horror movi main start slow center bore atmospher,0
imdb,puppet look realli cheesi good way like puppet master flick,0
imdb,stori lame interest never realli explain sinist origin puppet,0
imdb,arent death scene like previous movi f x terribl,0
imdb,felt asleep first time watch recommend insomniac,0
imdb,fact film wonder heartwarm tale peopl chase dream,1
imdb,best part nurs betti unpredict,1
imdb,director neil labut use brutal violenc seper dream realiti along touch drama hilari comedi never tell go happen next,1
imdb,otherwis dont even wast time this,0
imdb,fail creat real suspens,0
imdb,killer dont expect anyth origin even remot frighten,0
imdb,pretti good act least type film,1
imdb,im sorri realli cant recommend anyon,0
imdb,bore pointless movi ever seen,0
imdb,secondari plot line incomprehens relat primari plot line mystifi,0
imdb,hate it,0
imdb,worst sandra bullock movi sinc speed quit bad,0
imdb,dont understand garbag got shelv movi store even real movi,0
imdb,high doubt anyon could ever like trash,0
imdb,movi make,0
imdb,act like watch wooden puppet move around read book that bad is,0
imdb,warn rent movi dumbest thing never seen,0
imdb,saw short film hbo day absolut love it,1
imdb,didnt realiz wonder short realli last scene,1
imdb,excel short film,1
imdb,hope director jame cox turn short featur length film cast win us whole new film,1
imdb,agre jessica movi pretti bad,0
imdb,charact dimension even good guy especi bad guy,0
imdb,stori line total predict,0
imdb,much dialogu much music whole film shot elabor aesthet like sculptur,1
imdb,ive seen soap opera intellig movi,0
imdb,bad charact bad stori bad act,0
imdb,realli aw,0
imdb,easi watch,0
imdb,funni clever hip like pray previous film hype,1
imdb,long time didnt see charismat actor screen,1
imdb,paolo sorrentino written wonder stori loneli toni built unforgett charact seen movi recent year,1
imdb,movi complet perfect titta di girolamo stay long time vision movi,1
imdb,rate movi,1
imdb,know emilio estevez directori debut pace interplay develop charact well clever camera work surround charact estevez play suggest natur eye,1
imdb,interplay martin emilio contain wonder chemistri saw wall street martin charli,1
imdb,kathi bate wonder charact subtl desper escap variat charact play field lord,1
imdb,reader alreadi seen miyazaki film still top form made anoth worthwhil experi,1
imdb,never condescend charact good genuin heart believ problem,1
imdb,main charact believ children ever saw put screen,1
imdb,easi love even easi identifi with,1
imdb,movi great especi enjoy visual art,1
imdb,sceneri daughter paint photograph beauti,1
imdb,stori funni poignant time,1
imdb,peopl like european film art movi like movi,1
imdb,truli art movi actual lot art it,1
imdb,go rent it,1
imdb,final watch film realiz close mind brillianc depict found watch again,1
imdb,movi never ceas interest simpli keep alert tri attempt deciph mean,1
imdb,brillianc inde,1
imdb,like movi like matrix better sequel think youll appreci thought provok mindblow experi film give you,1
imdb,think film like dream,1
imdb,simpli beauti,1
imdb,rickman stow play role hilt tale children book writer mayb written subvers tract,1
imdb,glorious fun fast pace fair accur portray night raver,1
imdb,present idyl serious portray up down charact live,1
imdb,whatev avoid groov antithesi good human traffic,0
imdb,bad everyon els involv didnt share crow level dedic qualiti wed far better film hand sub par mess,0
imdb,movi seem littl slow first,0
imdb,pick speed got right point,1
imdb,show exact govern scientist argu human reason gadget,1
imdb,enjoy it,1
imdb,recommend friend,1
imdb,particular pleas act abil dwight schultz,1
imdb,actor truli understand becom particular charact deliv convinc sincer perform,1
imdb,screen chemistri critic entir film genuin,1
imdb,film dialogu natur real life,1
imdb,writer gorman bechard undoubt homework refer industri charact age appropri,1
imdb,incred soundtrack truli captur essenc film,1
imdb,track command sentiment actual contribut scene charact,1
imdb,definit worth see sort thought provok film forc question threshold loneli,1
imdb,hayao miyazaki latest eighth film studio ghibili gake ue ponyo ponyo cliff sea wonder fun imagin look childhood,1
imdb,time seem film anim domin disney pixar cgi masterpiec refresh comfort know miyazaki still reli tradit hand drawn anim tell charm enchant stori,1
imdb,enough said remark anim film,1
imdb,art style appear crayon pencil draw wonder color fanci,1
imdb,act film glad your gonna drift away earth far possibl,0
imdb,want surf small wave space movi deep impact armageddon fail everywher,0
imdb,havent choke vomit end cheap drama worthless dialogu youv must bore death wast time,0
imdb,still make super end depict great sea vessel taken mighti frost,1
imdb,consid excel stori solid act look film ad bonus,1
imdb,instead got bore fest whini spoil brat babysit,0
imdb,watch sunday ago march th began realli enjoy time tape entir thing,1
imdb,well act done tv movi,1
imdb,judith light favorit actress think superb job film,1
imdb,keep watch over,1
imdb,sad movi good,1
imdb,seen movi definit recommend it,1
imdb,love usual cuti,1
imdb,still quit interest entertain follow,1
imdb,recommend confid,1
imdb,movi well balanc comedi drama thorough enjoy myself,1
imdb,riot see hugo weav play sex obsess gay real estat salesman use client hous tryst flame darren tom holland,1
imdb,anyway plot flow smooth male bond scene hoot,1
imdb,open sequenc gem classic cat n mous game follow delight watch,1
imdb,fan genr heaven,1
imdb,lang becom great actress,1
imdb,look like wonder stori,1
imdb,never walk movi faster,0
imdb,got bore watch jessic lang take cloth off,0
imdb,unfortun virtu film product work lost regrett script,0
imdb,word embarrass,0
imdb,except bad,0
imdb,insult one intellig huge wast money,0
yelp,wow love place,1
yelp,crust good,0
yelp,tasti textur nasti,0
yelp,stop late bank holiday rick steve recommend love it,1
yelp,select menu great price,1
yelp,get angri want damn pho,0
yelp,honeslti didnt tast fresh,0
yelp,potato like rubber could tell made ahead time kept warmer,0
yelp,fri great too,1
yelp,great touch,1
yelp,servic prompt,1
yelp,would go back,0
yelp,cashier care ever say still end wayyy overpr,0
yelp,tri cape cod ravoli chicken cranberri mmmm,1
yelp,disgust pretti sure human hair,0
yelp,shock sign indic cash onli,0
yelp,high recommend,1
yelp,waitress littl slow servic,0
yelp,place worth time let alon vega,0
yelp,like all,0
yelp,burritto blah,0
yelp,food amaz,1
yelp,servic cute,1
yelp,could care less interior beauti,1
yelp,perform,1
yelp,that right red velvet cake ohhh stuff good,1
yelp,never brought salad ask for,0
yelp,hole wall great mexican street taco friend staff,1
yelp,took hour get food tabl restaur food luke warm sever run around like total overwhelm,0
yelp,worst salmon sashimi,0
yelp,combo like burger fri beer decent deal,1
yelp,like final blow,0
yelp,found place accid could happier,1
yelp,seem like good quick place grab bite familiar pub food favor look elsewher,0
yelp,overal like place lot,1
yelp,redeem qualiti restaur inexpens,1
yelp,ampl portion good price,1
yelp,poor servic waiter made feel like stupid everi time came tabl,0
yelp,first visit hiro delight,1
yelp,servic suck,0
yelp,shrimp tender moist,1
yelp,deal good enough would drag establish again,0
yelp,hard judg whether side good gross melt styrofoam didnt want eat fear get sick,0
yelp,posit note server attent provid great servic,1
yelp,frozen puck disgust worst peopl behind regist,0
yelp,thing like prime rib dessert section,1
yelp,bad food damn generic,0
yelp,burger good beef cook right,1
yelp,want sandwich go firehous,1
yelp,side greek salad greek dress tasti pita hummus refresh,1
yelp,order duck rare pink tender insid nice char outsid,1
yelp,came run us realiz husband left sunglass tabl,1
yelp,chow mein good,1
yelp,horribl attitud toward custom talk custom dont enjoy food,0
yelp,portion huge,1
yelp,love friend server great food wonder imagin menu,1
yelp,heart attack grill downtown vega absolut flat line excus restaur,0
yelp,much seafood like string pasta bottom,0
yelp,salad right amount sauc power scallop perfect cook,1
yelp,rip banana rip petrifi tasteless,0
yelp,least think refil water struggl wave minut,0
yelp,place receiv star appet,1
yelp,cocktail handmad delici,1
yelp,wed definit go back again,1
yelp,glad found place,1
yelp,great food servic huge portion give militari discount,1
yelp,alway great time dos gringo,1
yelp,updat went back second time still amaz,1
yelp,got food appar never heard salt batter fish chewi,0
yelp,great way finish great,1
yelp,deal includ tast drink jeff went beyond expect,1
yelp,realli realli good rice time,1
yelp,servic meh,0
yelp,took min get milkshak noth chocol milk,0
yelp,guess known place would suck insid excalibur didnt use common sens,0
yelp,scallop dish quit appal valu well,0
yelp,time bad custom servic,0
yelp,sweet potato fri good season well,1
yelp,today second time ive lunch buffet pretti good,1
yelp,much good food vega feel cheat wast eat opportun go rice compani,0
yelp,come like experienc underwhelm relationship parti cant wait person ask break up,0
yelp,walk place smell like old greas trap other eat,0
yelp,turkey roast beef bland,0
yelp,place it,1
yelp,pan cake everyon rave tast like sugari disast tailor palat year old,0
yelp,love pho spring roll oh yummi tri,1
yelp,poor batter meat ratio made chicken tender unsatisfi,0
yelp,say food amaz,1
yelp,omelet die for,1
yelp,everyth fresh delici,1
yelp,summari larg disappoint dine experi,0
yelp,like realli sexi parti mouth your outrag flirt hottest person parti,1
yelp,never hard rock casino never ever step forward again,0
yelp,best breakfast buffet,1
yelp,say bye bye tip ladi,0
yelp,well never go again,0
yelp,back again,1
yelp,food arriv quick,1
yelp,good,0
yelp,side cafe serv realli good food,1
yelp,server fantast found wife love roast garlic bone marrow ad extra meal anoth marrow go,1
yelp,good thing waiter help kept bloddi mari come,1
yelp,best buffet town price cannot beat it,1
yelp,love mussel cook wine reduct duck tender potato dish delici,1
yelp,better buffet to,1
yelp,went tigerlilli fantast afternoon,1
yelp,food delici bartend attent person got great deal,1
yelp,ambienc wonder music play,1
yelp,go back next trip out,1
yelp,sooooo good,1
yelp,real sushi lover let honest yama good,0
yelp,least min pass us order food arriv wasnt busi,0
yelp,realli fantast thai restaur definit worth visit,1
yelp,nice spici tender,1
yelp,good price,1
yelp,check out,1
yelp,pretti gross,0
yelp,ive better atmospher,0
yelp,kind hard mess steak did,0
yelp,although much like look sound place actual experi bit disappoint,0
yelp,dont know place manag serv blandest food ever eaten prepar indian cuisin,0
yelp,worst servic boot least worri,0
yelp,servic fine waitress friend,1
yelp,guy steak steak love son steak best worst place said best steak hes ever eaten,1
yelp,thought youd ventur away get good sushi place realli hit spot night,1
yelp,host staff lack better word bitch,0
yelp,bland like place number reason dont want wast time bad review ill leav that,0
yelp,phenomen food servic ambianc,1
yelp,wouldnt return,0
yelp,definit worth ventur strip pork belli return next time im vega,1
yelp,place way overpr mediocr food,0
yelp,penn vodka excel,1
yelp,good select food includ massiv meatloaf sandwich crispi chicken wrap delish tuna melt tasti burger,1
yelp,manag rude,0
yelp,delici nyc bagel good select cream chees real lox caper even,1
yelp,great subway fact good come everi subway meet expect,1
yelp,serious solid breakfast here,1
yelp,best bar food vega,1
yelp,extrem rude realli mani restaur would love dine weekend vega,0
yelp,drink never empti made realli great menu suggest,1
yelp,dont it,0
yelp,waiter wasnt help friend rare check us,0
yelp,husband ate lunch disappoint food servic,0
yelp,red curri much bamboo shoot wasnt tasti me,0
yelp,nice blanket moz top feel like done cover subpar food,1
yelp,bathroom clean place well decor,1
yelp,menu alway chang food qualiti go servic extrem slow,0
yelp,servic littl slow consid serv peopl server food come slow pace,0
yelp,give thumb down,0
yelp,watch waiter pay lot attent tabl ignor us,0
yelp,fianc came middl day greet seat right away,1
